date,hour,actual,predicted,xgb_residual_pred,predicted_corrected,naive
2018-01-04,2,33875.0,34145.76,699.70605,34845.4660546875,37534.0
2018-01-04,3,33689.0,34067.96,794.2117,34862.171669921874,37485.0
2018-01-04,4,34014.0,34326.14,794.2117,35120.351669921874,37864.0
2018-01-04,5,34950.0,35200.977,950.99255,36151.96955371094,38960.0
2018-01-04,6,36900.0,37198.13,493.09616,37691.22616088867,41303.0
2018-01-04,7,39460.0,39709.81,428.93658,40138.746584472654,44802.0
2018-01-04,8,41243.0,41332.594,409.63425,41742.22824682617,46432.0
2018-01-04,9,42221.0,41375.945,415.9689,41791.91390258789,45542.0
2018-01-04,10,43053.0,40759.555,471.62958,41231.18457763672,43472.0
2018-01-04,11,43789.0,39966.055,474.49268,40440.54767578125,41762.0
2018-01-04,12,44047.0,39139.28,586.2371,39725.51712158203,40644.0
2018-01-04,13,43714.0,38284.043,586.2371,38870.28012158203,39561.0
2018-01-04,14,43595.0,37715.695,408.06845,38123.763450927734,38709.0
2018-01-04,15,43123.0,37426.035,403.64896,37829.68395629883,38092.0
2018-01-04,16,42912.0,37798.906,376.36978,38175.27578149414,38594.0
2018-01-04,17,43831.0,39655.055,335.20206,39990.257056884766,40576.0
2018-01-04,18,46456.0,41783.027,346.9969,42130.02388720703,43373.0
2018-01-04,19,46484.0,42240.066,511.2018,42751.26781274414,43683.0
2018-01-04,20,45896.0,41861.35,546.25555,42407.60555419922,43308.0
2018-01-04,21,45377.0,41133.574,584.57074,41718.144739746094,42440.0
2018-01-04,22,44092.0,39759.78,680.35364,40440.13363769531,40661.0
2018-01-04,23,42257.0,37727.4,708.1872,38435.58719482422,38207.0
2018-01-05,0,40624.0,39714.445,718.92566,40433.37065917969,36088.0
2018-01-05,1,39667.0,37451.773,725.4061,38177.17912792969,34494.0
2018-01-05,2,39270.0,35949.17,725.4061,36674.576127929686,33875.0
2018-01-05,3,39249.0,35048.062,718.92566,35766.987659179686,33689.0
2018-01-05,4,39548.0,34662.094,718.92566,35381.019659179685,34014.0
2018-01-05,5,40385.0,35084.383,718.92566,35803.30865917969,34950.0
2018-01-05,6,42160.0,36619.61,718.92566,37338.53565917969,36900.0
2018-01-05,7,44660.0,38931.33,718.92566,39650.25565917969,39460.0
2018-01-05,8,46307.0,40711.984,718.92566,41430.909659179684,41243.0
2018-01-05,9,46537.0,40961.938,718.92566,41680.86365917969,42221.0
2018-01-05,10,46010.0,40688.707,654.4393,41343.14627001953,43053.0
2018-01-05,11,45360.0,40151.496,711.23444,40862.730436035155,43789.0
2018-01-05,12,44687.0,39554.71,729.43256,40284.14255615234,44047.0
2018-01-05,13,44097.0,38789.805,729.43256,39519.237556152344,43714.0
2018-01-05,14,43615.0,38017.676,669.812,38687.48801171875,43595.0
2018-01-05,15,43368.0,37581.992,505.36752,38087.35952319336,43123.0
2018-01-05,16,43930.0,37869.656,533.49164,38403.1476381836,42912.0
2018-01-05,17,45917.0,39439.33,525.72437,39965.05436523438,43831.0
2018-01-05,18,48945.0,41562.57,711.23444,42273.804436035156,46456.0
2018-01-05,19,49021.0,41894.684,733.3118,42627.99582861328,46484.0
2018-01-05,20,48445.0,41326.508,654.4393,41980.94727001953,45896.0
2018-01-05,21,47788.0,40386.742,619.21594,41005.95794238281,45377.0
2018-01-05,22,46496.0,39046.617,619.21594,39665.83294238281,44092.0
2018-01-05,23,45697.857142857145,37222.344,619.21594,37841.55994238281,42257.0
2018-01-06,0,44899.71428571428,43226.688,654.4393,43881.12727001953,40624.0
2018-01-06,1,44101.57142857143,40762.176,654.4393,41416.61527001953,39667.0
2018-01-06,2,43303.42857142857,39131.79,718.92566,39850.71565917969,39270.0
2018-01-06,3,42505.28571428572,38040.312,718.92566,38759.237659179686,39249.0
2018-01-06,4,41707.142857142855,37540.516,725.4061,38265.92212792969,39548.0
2018-01-06,5,40909.0,37224.844,725.4061,37950.250127929685,40385.0
2018-01-06,6,41765.0,37854.008,725.4061,38579.41412792969,42160.0
2018-01-06,7,43089.0,38960.836,685.29877,39646.13476708985,44660.0
2018-01-06,8,44231.0,39854.156,685.29877,40539.45476708985,46307.0
2018-01-06,9,44657.0,40559.32,685.29877,41244.61876708984,46537.0
2018-01-06,10,44457.0,40927.23,718.92566,41646.15565917969,46010.0
2018-01-06,11,43912.0,40950.867,619.21594,41570.08294238281,45360.0
2018-01-06,12,43298.0,40545.9,711.23444,41257.13443603516,44687.0
2018-01-06,13,42589.0,40090.055,773.9755,40864.030524902344,44097.0
2018-01-06,14,42103.0,39571.484,740.9147,40312.39867285156,43615.0
2018-01-06,15,41940.0,38950.586,543.2089,39493.79492333985,43368.0
2018-01-06,16,42542.0,38928.117,543.2089,39471.32592333984,43930.0
2018-01-06,17,44516.0,40184.17,543.2089,40727.37892333984,45917.0
2018-01-06,18,47372.0,42084.094,733.6913,42817.785284179685,48945.0
2018-01-06,19,47714.0,42584.15,741.5808,43325.73081054688,49021.0
2018-01-06,20,47287.0,42123.65,654.4393,42778.08927001953,48445.0
2018-01-06,21,46860.0,41383.176,718.92566,42102.10165917969,47788.0
2018-01-06,22,45795.0,40233.555,718.92566,40952.48065917969,46496.0
2018-01-06,23,45115.0,38870.227,718.92566,39589.15265917969,45697.857142857145
2018-01-07,0,44435.0,43700.33,718.92566,44419.25565917969,44899.71428571428
2018-01-07,1,43755.0,42163.227,685.29877,42848.52576708984,44101.57142857143
2018-01-07,2,43075.0,40892.273,505.8697,41398.14268994141,43303.42857142857
2018-01-07,3,42395.0,40107.598,498.07892,40605.67691845703,42505.28571428572
2018-01-07,4,41715.0,39674.21,498.07892,40172.28891845703,41707.142857142855
2018-01-07,5,41035.0,39230.62,498.07892,39728.698918457034,40909.0
2018-01-07,6,41834.0,39659.023,495.5958,40154.618794677735,41765.0
2018-01-07,7,42860.0,40731.617,455.9509,41187.567897216795,43089.0
2018-01-07,8,43844.0,41499.445,466.82745,41966.27245361328,44231.0
2018-01-07,9,44011.0,41781.54,466.82745,42248.36745361328,44657.0
2018-01-07,10,43108.0,41842.414,495.5958,42338.00979467773,44457.0
2018-01-07,11,42073.0,41568.047,508.4165,42076.46350390625,43912.0
2018-01-07,12,41093.0,41081.97,718.92566,41800.89565917969,43298.0
2018-01-07,13,40208.0,40785.83,619.21594,41405.045942382814,42589.0
2018-01-07,14,39512.0,40395.508,711.23444,41106.74243603516,42103.0
2018-01-07,15,39432.0,40006.445,724.8304,40731.27538330078,41940.0
2018-01-07,16,40224.0,40173.484,724.8304,40898.31438330078,42542.0
2018-01-07,17,42185.0,41731.59,718.92566,42450.515659179684,44516.0
2018-01-07,18,45080.0,44030.97,508.4165,44539.38650390625,47372.0
2018-01-07,19,45461.0,44612.652,498.07892,45110.73091845703,47714.0
2018-01-07,20,45034.0,44188.527,498.07892,44686.60591845703,47287.0
2018-01-07,21,44434.0,43475.613,498.07892,43973.69191845703,46860.0
2018-01-07,22,42933.0,42492.406,495.5958,42988.00179467774,45795.0
2018-01-07,23,40797.0,41096.953,493.8087,41590.761685302736,45115.0
2018-01-08,0,38911.0,39505.9,476.1089,39982.00888671875,44435.0
2018-01-08,1,37750.0,38390.684,466.82745,38857.51145361328,43755.0
2018-01-08,2,36931.0,37751.36,476.1089,38227.46888671875,43075.0
2018-01-08,3,36735.0,37676.125,476.1089,38152.23388671875,42395.0
2018-01-08,4,36815.0,37876.96,476.1089,38353.06888671875,41715.0
2018-01-08,5,37520.0,38495.844,455.9509,38951.794897216794,41035.0
2018-01-08,6,39490.0,40192.723,455.9509,40648.673897216795,41834.0
2018-01-08,7,42657.0,42481.17,493.8087,42974.97868530273,42860.0
2018-01-08,8,44098.0,44002.094,455.9509,44458.044897216794,43844.0
2018-01-08,9,43482.0,44055.29,438.45047,44493.740469970704,44011.0
2018-01-08,10,42715.0,43473.414,583.07074,44056.48473974609,43108.0
2018-01-08,11,41781.0,42800.0,398.68265,43198.68264770508,42073.0
2018-01-08,12,41002.0,41960.312,616.44586,42576.757861816404,41093.0
2018-01-08,13,40429.0,41387.78,509.3202,41897.100190429686,40208.0
2018-01-08,14,40210.0,41021.074,96.82717,41117.901171325684,39512.0
2018-01-08,15,40200.0,40965.6,67.09288,41032.69288024902,39432.0
2018-01-08,16,40385.0,41447.5,39.332424,41486.83242416382,40224.0
2018-01-08,17,41525.0,43369.125,46.71895,43415.84394836426,42185.0
2018-01-08,18,43487.0,45707.22,90.18753,45797.40753051758,45080.0
2018-01-08,19,43078.0,46270.02,90.18753,46360.207530517575,45461.0
2018-01-08,20,42112.0,45816.574,90.18753,45906.76153051758,45034.0
2018-01-08,21,40797.0,44936.223,59.914772,44996.13777203369,44434.0
2018-01-08,22,38819.0,43442.03,83.12933,43525.15933349609,42933.0
2018-01-08,23,36287.0,41323.555,96.01337,41419.56836669922,40797.0
2018-01-09,0,34077.0,34781.9,104.192566,34886.09256591797,38911.0
2018-01-09,1,32542.0,33481.945,57.65985,33539.60485107422,37750.0
2018-01-09,2,31723.0,32814.92,57.65985,32872.57985107422,36931.0
2018-01-09,3,31519.0,32981.816,76.67821,33058.49420739746,36735.0
2018-01-09,4,31773.0,33369.1,57.65985,33426.75985107422,36815.0
2018-01-09,5,32658.0,34522.875,49.480667,34572.35566711426,37520.0
2018-01-09,6,34755.0,36874.15,49.480667,36923.63066711426,39490.0
2018-01-09,7,37838.0,40002.516,83.12933,40085.6453334961,42657.0
2018-01-09,8,39453.0,42014.617,96.01337,42110.63036669922,44098.0
2018-01-09,9,39082.0,42288.08,96.01337,42384.09336669922,43482.0
2018-01-09,10,37433.0,41690.11,93.1604,41783.270400390626,42715.0
2018-01-09,11,36088.0,40921.812,47.98312,40969.7951199646,41781.0
2018-01-09,12,35048.0,39812.344,107.18528,39919.52927984619,41002.0
2018-01-09,13,34261.0,38958.297,107.18528,39065.48227984619,40429.0
2018-01-09,14,33700.0,38356.688,106.00545,38462.6934473877,40210.0
2018-01-09,15,33336.0,38022.42,106.00545,38128.42544738769,40200.0
2018-01-09,16,33653.0,38183.613,99.79877,38283.41176708984,40385.0
2018-01-09,17,35024.0,40200.14,47.98312,40248.1231199646,41525.0
2018-01-09,18,37868.0,42543.83,59.914772,42603.74477203369,43487.0
2018-01-09,19,38506.0,43002.297,222.25255,43224.54954821777,43078.0
2018-01-09,20,38422.0,42638.945,59.914772,42698.85977203369,42112.0
2018-01-09,21,37926.0,41905.51,58.098198,41963.608197937014,40797.0
2018-01-09,22,36713.0,40398.277,336.55173,40734.828727294924,38819.0
2018-01-09,23,34699.0,38038.57,445.44614,38484.01613647461,36287.0
2018-01-10,0,32948.0,32843.453,817.0572,33660.51018994141,34077.0
2018-01-10,1,31748.0,31437.24,817.0572,32254.297189941408,32542.0
2018-01-10,2,31277.0,30631.645,839.35657,31471.001567382813,31723.0
2018-01-10,3,31229.0,30522.72,839.35657,31362.076567382814,31519.0
2018-01-10,4,31481.0,30730.963,826.88226,31557.845263183593,31773.0
2018-01-10,5,32374.0,31752.668,873.84375,32626.51175,32658.0
2018-01-10,6,34680.0,34066.46,645.7567,34712.21671386719,34755.0
2018-01-10,7,38257.0,37138.312,772.7139,37911.025928222654,37838.0
2018-01-10,8,39887.0,39011.242,873.84375,39885.08575,39453.0
2018-01-10,9,39115.0,39064.258,711.4526,39775.710575683595,39082.0
2018-01-10,10,37469.0,38272.453,522.87537,38795.32836621094,37433.0
2018-01-10,11,36121.0,37614.992,245.39143,37860.38343371582,36088.0
2018-01-10,12,35186.0,36377.22,148.15381,36525.37380859375,35048.0
2018-01-10,13,34554.0,35387.57,47.98312,35435.5531199646,34261.0
2018-01-10,14,34346.0,34917.04,47.98312,34965.0231199646,33700.0
2018-01-10,15,34436.0,34515.906,47.98312,34563.8891199646,33336.0
2018-01-10,16,34871.0,34696.625,47.98312,34744.6081199646,33653.0
2018-01-10,17,36115.0,36703.164,47.98312,36751.1471199646,35024.0
2018-01-10,18,38266.0,39257.4,47.98312,39305.3831199646,37868.0
2018-01-10,19,38330.0,40159.734,47.98312,40207.717119964596,38506.0
2018-01-10,20,37819.0,40014.945,47.98312,40062.9281199646,38422.0
2018-01-10,21,36877.0,39351.434,47.98312,39399.4171199646,37926.0
2018-01-10,22,35196.0,38049.42,47.98312,38097.4031199646,36713.0
2018-01-10,23,32791.0,36044.008,47.98312,36091.9911199646,34699.0
2018-01-11,0,30501.0,31037.86,39.393566,31077.253566131592,32948.0
2018-01-11,1,29017.0,29864.89,34.55956,29899.449558868408,31748.0
2018-01-11,2,28187.0,29272.805,34.55956,29307.36455886841,31277.0
2018-01-11,3,27795.0,29413.074,-11.973141,29401.100859283448,31229.0
2018-01-11,4,27793.0,29672.693,-11.973141,29660.719859283447,31481.0
2018-01-11,5,28512.0,30533.023,76.67821,30609.701207397462,32374.0
2018-01-11,6,30470.0,32566.82,38.187897,32605.007896728515,34680.0
2018-01-11,7,33645.0,35283.836,27.155733,35310.99173310852,38257.0
2018-01-11,8,35235.0,37073.83,-11.973141,37061.85685928345,39887.0
2018-01-11,9,34868.0,37172.875,47.229027,37220.10402679443,39115.0
2018-01-11,10,34204.0,36589.875,126.01656,36715.89156341553,37469.0
2018-01-11,11,33362.0,36153.168,119.8512,36273.01919628906,36121.0
2018-01-11,12,32728.0,35356.375,91.055695,35447.43069458008,35186.0
2018-01-11,13,31971.0,34691.15,-3.73078,34687.419220113756,34554.0
2018-01-11,14,31512.0,34511.85,-61.373512,34450.47648773193,34346.0
2018-01-11,15,31207.0,34520.0,-96.1087,34423.89129638672,34436.0
2018-01-11,16,31242.0,34881.195,-96.1087,34785.08629638672,34871.0
2018-01-11,17,32224.0,36723.25,-35.034046,36688.215953826904,36115.0
2018-01-11,18,34429.0,39141.258,88.76407,39230.02206860352,38266.0
2018-01-11,19,34537.0,39907.414,100.08492,40007.498922790524,38330.0
2018-01-11,20,34045.0,39711.99,79.568565,39791.55856536865,37819.0
2018-01-11,21,33204.0,38945.484,100.08492,39045.568922790524,36877.0
2018-01-11,22,31601.0,37790.945,107.01301,37897.958008117675,35196.0
2018-01-11,23,29356.0,36128.57,60.54408,36189.114078826904,32791.0
2018-01-12,0,27256.0,28015.14,30.238182,28045.37818206787,30501.0
2018-01-12,1,25663.0,27071.92,38.728085,27110.648084564207,29017.0
2018-01-12,2,24661.0,26379.375,23.558504,26402.933504104614,28187.0
2018-01-12,3,24174.0,26410.16,-16.782282,26393.37771812439,27795.0
2018-01-12,4,24094.0,26655.96,-22.70678,26633.25322052002,27793.0
2018-01-12,5,24465.0,27486.621,-22.70678,27463.91422052002,28512.0
2018-01-12,6,26088.0,29521.023,-45.705406,29475.317593811036,30470.0
2018-01-12,7,29162.0,32138.219,-45.705406,32092.513593811036,33645.0
2018-01-12,8,31037.0,34092.89,-47.999855,34044.890144958496,35235.0
2018-01-12,9,31251.0,34424.445,-65.081184,34359.36381561279,34868.0
2018-01-12,10,31396.0,34171.594,-51.379955,34120.21404470825,34204.0
2018-01-12,11,31684.0,33957.918,-51.379955,33906.53804470825,33362.0
2018-01-12,12,31657.0,33231.64,-51.379955,33180.26004470825,32728.0
2018-01-12,13,31388.0,32583.408,-51.379955,32532.02804470825,31971.0
2018-01-12,14,31114.0,31970.291,-51.379955,31918.911044708253,31512.0
2018-01-12,15,30765.0,31611.262,-51.379955,31559.88204470825,31207.0
2018-01-12,16,30563.0,31634.537,-47.999855,31586.537144958496,31242.0
2018-01-12,17,31364.0,32837.777,-47.999855,32789.7771449585,32224.0
2018-01-12,18,32599.0,34683.625,-47.999855,34635.625144958496,34429.0
2018-01-12,19,32187.0,35045.08,-14.4066,35030.67340000153,34537.0
2018-01-12,20,31384.0,34727.92,-27.039148,34700.88085166931,34045.0
2018-01-12,21,30396.0,34019.938,-35.367306,33984.57069424439,33204.0
2018-01-12,22,29162.0,32934.04,-47.999855,32886.0401449585,31601.0
2018-01-12,23,27555.0,31476.146,-51.379955,31424.766044708253,29356.0
2018-01-13,0,25757.0,26302.69,-47.999855,26254.690144958495,27256.0
2018-01-13,1,24287.0,25080.152,-47.999855,25032.152144958494,25663.0
2018-01-13,2,23486.0,24217.908,-47.999855,24169.908144958496,24661.0
2018-01-13,3,23011.0,23834.654,-50.321636,23784.332363800047,24174.0
2018-01-13,4,22909.0,23821.875,-50.321636,23771.55336380005,24094.0
2018-01-13,5,23219.0,24296.582,-50.321636,24246.260363800047,24465.0
2018-01-13,6,24194.0,25875.137,53.07136,25928.208361541747,26088.0
2018-01-13,7,25983.0,28024.936,83.12933,28108.065333496095,29162.0
2018-01-13,8,28120.0,29759.467,158.7374,29918.204396240235,31037.0
2018-01-13,9,30236.0,30442.396,88.027435,30530.423435302735,31251.0
2018-01-13,10,31832.0,30649.693,41.833767,30691.526766937255,31396.0
2018-01-13,11,32378.0,30688.035,116.53485,30804.56985107422,31684.0
2018-01-13,12,32213.0,30172.34,59.198654,30231.538654174805,31657.0
2018-01-13,13,31797.0,29632.646,59.198654,29691.844654174805,31388.0
2018-01-13,14,31539.0,29164.232,50.90795,29215.13995135498,31114.0
2018-01-13,15,31612.0,28859.021,33.8192,28892.8401986084,30765.0
2018-01-13,16,32436.0,29022.816,33.8192,29056.635198608397,30563.0
2018-01-13,17,34347.0,30188.426,9.261814,30197.68781411743,31364.0
2018-01-13,18,36839.0,31794.941,-32.085327,31762.85567285156,32599.0
2018-01-13,19,37773.0,32373.527,232.32445,32605.851447631834,32187.0
2018-01-13,20,37651.0,32165.357,729.2179,32894.574895507816,31384.0
2018-01-13,21,37814.0,31496.729,525.4542,32022.183223632812,30396.0
2018-01-13,22,37173.0,30265.287,582.8836,30848.17060595703,29162.0
2018-01-13,23,36178.0,28820.621,610.92676,29431.5477578125,27555.0
2018-01-14,0,34999.0,34260.81,626.0093,34886.81927734375,25757.0
2018-01-14,1,34052.0,32707.176,715.2464,33422.42239892578,24287.0
2018-01-14,2,33677.0,31424.557,715.2464,32139.803398925782,23486.0
2018-01-14,3,33514.0,30674.559,525.72437,31200.283365234376,23011.0
2018-01-14,4,33779.0,30035.328,740.9147,30776.242672851564,22909.0
2018-01-14,5,34261.0,29983.125,773.9755,30757.100524902344,23219.0
2018-01-14,6,35154.0,31009.848,733.6913,31743.53928417969,24194.0
2018-01-14,7,36506.0,32656.0,711.23444,33367.234436035156,25983.0
2018-01-14,8,37509.0,33878.08,733.3118,34611.39182861328,28120.0
2018-01-14,9,38157.0,34268.72,711.23444,34979.95443603516,30236.0
2018-01-14,10,37769.0,34121.82,525.72437,34647.544365234375,31832.0
2018-01-14,11,37041.0,33947.53,199.73798,34147.26797607422,32378.0
2018-01-14,12,36218.0,33378.816,225.36943,33604.18543054199,32213.0
2018-01-14,13,35524.0,32960.336,16.384237,32976.72023728943,31797.0
2018-01-14,14,34919.0,32606.309,-229.45013,32376.858865722657,31539.0
2018-01-14,15,34772.0,32549.809,-265.47778,32284.331216796876,31612.0
2018-01-14,16,35327.0,32817.195,-14.826611,32802.368389434814,32436.0
2018-01-14,17,37183.0,34372.695,-74.1151,34298.5799029541,34347.0
2018-01-14,18,40314.0,36490.906,236.98,36727.88599572754,36839.0
2018-01-14,19,41045.0,37254.742,257.6685,37512.41048754883,37773.0
2018-01-14,20,40864.0,36985.89,125.582756,37111.47275604248,37651.0
2018-01-14,21,40534.0,36190.08,161.21733,36351.29733093262,37814.0
2018-01-14,22,39634.0,34923.836,186.74625,35110.58224633789,37173.0
2018-01-14,23,38126.0,33048.21,76.60332,33124.81331726074,36178.0
2018-01-15,0,36672.0,36073.953,76.60332,36150.55631726074,34999.0
2018-01-15,1,35725.0,34549.914,100.12401,34650.03800817871,34052.0
2018-01-15,2,35288.0,33293.08,364.47147,33657.551466064455,33677.0
2018-01-15,3,35242.0,32784.234,364.47147,33148.70546606445,33514.0
2018-01-15,4,35464.0,32632.99,298.96457,32931.9545690918,33779.0
2018-01-15,5,36286.0,33066.29,261.17767,33327.467673339845,34261.0
2018-01-15,6,38086.0,34565.457,289.30182,34854.75881884766,35154.0
2018-01-15,7,40321.0,36793.29,10.517733,36803.80773262024,36506.0
2018-01-15,8,41806.0,38349.094,633.3978,38982.491827148435,37509.0
2018-01-15,9,42175.0,38534.055,542.25574,39076.31073730469,38157.0
2018-01-15,10,42039.0,38041.367,464.84854,38506.215541259764,37769.0
2018-01-15,11,41519.0,37393.984,637.7903,38031.77428320312,37041.0
2018-01-15,12,40997.0,36603.836,487.9757,37091.811708007815,36218.0
2018-01-15,13,40388.0,35858.09,17.722939,35875.812938537594,35524.0
2018-01-15,14,39833.0,35284.89,2.4545352,35287.344535245895,34919.0
2018-01-15,15,39223.0,34911.938,2.4545352,34914.3925352459,34772.0
2018-01-15,16,39197.0,35192.168,74.63824,35266.80623699951,35327.0
2018-01-15,17,40239.0,36649.426,39.332424,36688.75842416382,37183.0
2018-01-15,18,42219.0,38534.914,76.99171,38611.90570684814,40314.0
2018-01-15,19,42249.0,39315.266,155.0979,39470.36390039063,41045.0
2018-01-15,20,41567.0,38836.25,243.50833,39079.75833129883,40864.0
2018-01-15,21,40555.0,38006.79,220.05737,38226.847373046876,40534.0
2018-01-15,22,38773.0,36625.977,314.06992,36940.04691577148,39634.0
2018-01-15,23,36323.0,34538.844,450.48822,34989.33222021484,38126.0
2018-01-16,0,34227.0,34187.555,450.48822,34638.043220214844,36672.0
2018-01-16,1,32737.0,32567.814,450.48822,33018.30222021484,35725.0
2018-01-16,2,32110.0,31438.207,450.48822,31888.695220214842,35288.0
2018-01-16,3,31779.0,31093.979,417.76202,31511.74102392578,35242.0
2018-01-16,4,31885.0,31119.145,519.01086,31638.155864257813,35464.0
2018-01-16,5,32736.0,31710.037,473.3689,32183.405896484375,36286.0
2018-01-16,6,34782.0,33405.625,272.84363,33678.46862792969,38086.0
2018-01-16,7,38028.0,35849.08,58.098198,35907.17819793701,40321.0
2018-01-16,8,39711.0,37502.594,58.098198,37560.69219793701,41806.0
2018-01-16,9,39529.0,37748.5,58.098198,37806.59819793701,42175.0
2018-01-16,10,38906.0,37304.844,139.97461,37444.818609375,42039.0
2018-01-16,11,37992.0,36728.19,155.88443,36884.07442993164,41519.0
2018-01-16,12,37006.0,36114.96,47.98312,36162.9431199646,40997.0
2018-01-16,13,36087.0,35655.773,28.679342,35684.4523422699,40388.0
